,encounter,is_cm,time,player,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,downed,cleanses,above90%,role,predicted_role,primary role,secondary role
3,Cairn CM,TRUE,92,Expertus.5746,23648,23.186,96.547,96.533,97.628,64.92,0.081,17.621,68.586,0,0,59587,0,0,96.7336683417085,1,boon dps,Boon DPS,
2,Cardinal Adina CM,TRUE,50,faight.3264,9968,18.719,81.636,84.216,82.74,85.379,0.207,8.058,68.675,0,0,29371,0,0,93,3,heal,Boon DPS,
4,Qadim the Peerless CM,TRUE,323,Expertus.5746,0,24.361,99.587,99.286,69.093,76.396,8.811,40.038,68.712,5.114,26.062,74458,0,1,0,3,heal,Boon DPS,
2,Vale Guardian,FALSE,152,Keesh.5960,12400,24.32,99.653,99.717,99.966,91.529,4.618,43.359,68.82,0,0,144692,0,10,68.1159420289855,1,boon dps,Boon DPS,
7,Deimos CM,TRUE,318,Irda.4105,0,19.459,98.821,98.772,85.283,54.816,3.603,26.95,68.905,0,0,206629,0,3,0,3,heal,Boon DPS,
1,Cardinal Adina CM,TRUE,277,faight.3264,8583,22.109,97.797,79.353,97.864,91.503,3.131,20.153,69.096,0,0.016,204164,0,1,94.3157894736842,3,heal,Boon DPS,
9,Soulless Horror CM,TRUE,210,Irda.4105,11686,23.373,95.867,93.114,93.55,89.424,5.567,11.723,69.376,8.235,7.829,125406,0,0,86.9565217391304,1,boon dps,Boon DPS,
0,Slothasor,FALSE,137,faight.3264,13000,17.91,92.143,85.396,92.114,92.088,5.041,17.97,69.443,0,0.249,96251,0,1,85.0325379609544,1,boon dps,Boon DPS,
4,Matthias Gabrel,FALSE,146,Keesh.5960,15025,23.181,99.001,98.896,98.896,78.257,5.241,41.179,69.638,0,0,102091,0,21,76.4525993883792,1,boon dps,Boon DPS,
9,Samarog,FALSE,279,Derok.9834,4771,20.125,99.308,93.929,91,77.391,3.579,35.889,69.651,0,0,146515,0,0,81.6425120772947,3,heal,Boon DPS,
5,Matthias Gabrel,FALSE,156,Thomas.4208,14516,21.35,95.022,98.522,91.007,74.656,0.208,24.558,69.707,0,0,111260,0,20,77.0382695507488,1,boon dps,Boon DPS,
9,Deimos,FALSE,74,Thomas.4208,55,23.353,92.462,95.242,74.246,90.726,1.997,15.71,69.9,0,0,18434,0,0,0,3,heal,Boon DPS,
0,Keep Construct CM,TRUE,333,Hea.8675,24455,22.294,99.629,99.916,97.748,91.364,0,58.281,70.051,0,0,215788,0,8,98.26224328594,1,boon dps,Boon DPS,
5,Cardinal Sabir CM,TRUE,249,Thomas.4208,13577,24.677,99.14,90.357,99.14,99.496,1.984,43.643,70.056,5.731,1.693,231874,0,0,77.6,1,boon dps,Boon DPS,
7,Cardinal Adina CM,TRUE,286,Thomas.4208,4428,24.292,99.408,98.452,91.373,95.754,4.162,6.767,70.801,1.83,3.131,91113,1,0,96.8354430379747,3,heal,Boon DPS,
2,Matthias Gabrel,FALSE,202,Expertus.5746,20303,24.38,99.148,98.102,98.293,97.605,4.149,18.873,70.802,5.082,5.504,227722,0,6,74.3225806451613,1,boon dps,Boon DPS,
2,Cairn CM,TRUE,128,Expertus.5746,21182,20.689,99.555,98.44,99.326,63.774,0.394,12.486,71.147,0,0,98964,1,0,71.5370018975332,1,boon dps,Boon DPS,
8,Slothasor,FALSE,187,DARKstrider.4250,8334,19.989,88.049,80.431,79.998,79.988,7.811,26.274,71.307,5.649,7,183211,0,9,81.3559322033898,3,heal,Boon DPS,
3,Deimos,FALSE,74,Hea.8675,0,22.769,94.694,94.692,94.522,90.415,3.826,50.295,71.432,0,0,17757,0,0,0,3,heal,,
0,Sabetha the Saboteur,FALSE,219,Hea.8675,20815,23.074,99.501,98.082,98.514,92.143,0,39.913,71.613,0,0.228,289758,1,3,85.3164556962025,1,boon dps,Boon DPS,
7,Slothasor,FALSE,137,Thomas.4208,9358,19.223,80.696,80.505,71.954,79.985,3.637,10.051,71.637,1.633,5.266,100732,0,2,87.9487179487179,3,heal,Boon DPS,
7,Vale Guardian,FALSE,146,Irda.4105,14617,24.494,98.855,99.406,98.338,98.141,8.342,0.837,71.746,0.188,0,127292,0,0,93.8775510204082,1,boon dps,Boon DPS,
5,Matthias Gabrel,FALSE,223,Irda.4105,5442,24.046,96.972,84.561,97.778,89.571,7.029,8.615,71.759,7.89,8.47,192186,0,1,83.8983050847458,3,heal,Boon DPS,
3,Samarog CM,TRUE,345,Keesh.5960,12279,19.745,99.817,96.899,90.783,57.034,0.153,23.709,71.954,0,0,244150,1,0,77.7638190954774,1,boon dps,Boon DPS,
8,Cardinal Sabir CM,TRUE,241,smile.7285,11307,21.078,96.049,80.874,95.716,46.236,2.801,27.147,71.981,0,0,232948,1,1,63.0276564774381,1,boon dps,Boon DPS,
8,Slothasor,FALSE,138,sid.9435,13168,24.068,98.68,92.604,95.444,88.144,4.725,20.245,72.092,0.499,0.049,150544,1,0,94.311377245509,1,boon dps,Boon DPS,
6,Soulless Horror CM,TRUE,163,Thomas.4208,25436,23.992,98.157,97.521,98.252,94.398,2.561,44.608,72.148,10.361,3.906,199647,1,3,79.6610169491525,1,boon dps,Boon DPS,
5,Keep Construct CM,TRUE,328,Derok.9834,10727,21.528,99.576,99.705,99.683,75.796,4.413,42.85,72.24,0,0.241,208789,0,107,80.5892547660312,1,boon dps,Boon DPS,
0,Matthias Gabrel,FALSE,223,Keesh.5960,12211,19.369,96.752,97.556,98.234,68.433,0.315,21.793,72.361,0,0,191859,2,2,71.0382513661202,1,boon dps,Boon DPS,
3,Conjured Amalgamate CM,TRUE,156,Expertus.5746,24765,19.935,99.032,98.996,100,53.24,0.125,24.291,72.419,0,2.23,44614,0,0,68.1208053691275,1,boon dps,Boon DPS,
5,Soulless Horror CM,TRUE,187,Hea.8675,14686,24.561,99.951,99.709,97.744,98.533,2.66,0,72.447,0,0,113734,0,4,92.0222634508349,1,boon dps,Boon DPS,
1,Conjured Amalgamate CM,TRUE,153,Hea.8675,9694,23.951,98.574,85.892,97.109,95.281,9.757,0,72.524,0,0,28258,0,0,91.5,3,heal,,
5,Xera,FALSE,269,Keesh.5960,0,21.733,99.487,80.916,84.617,62.055,9.01,72.628,72.535,5.383,4.376,77639,0,6,0,3,heal,Boon DPS,
3,Slothasor,FALSE,187,Expertus.5746,15605,20.73,89.169,82.577,84.874,82.692,6.971,18.731,72.606,5.609,8.009,227827,1,9,80.9872029250457,1,boon dps,Boon DPS,
7,Cardinal Adina,FALSE,214,Derok.9834,7673,21.776,97.91,95.349,90.458,57.858,4.798,34.7,72.677,0,0,119262,0,7,100,3,heal,Boon DPS,
8,Matthias Gabrel,FALSE,165,DARKstrider.8702,7836,21.747,95.6,93.702,82.438,83.593,2.379,25.895,72.751,0,0,130651,1,18,66.7539267015707,3,heal,Boon DPS,
4,Conjured Amalgamate CM,TRUE,168,Expertus.5746,21894,21.482,97.728,94.634,100,72.212,4.606,49.261,73.067,0,0,95859,1,0,70.4678362573099,1,boon dps,Boon DPS,
8,Samarog CM,TRUE,345,Irda.4105,8558,23.939,100.027,94.476,91.269,64.624,9.242,3.741,73.127,0.629,4.253,236973,1,0,77.1186440677966,3,heal,Boon DPS,
7,Keep Construct CM,TRUE,300,Irda.4105,15460,22.74,96.958,99.315,98.205,95.843,6.502,4.327,73.135,0,0,170363,0,0,91.6102841677943,1,boon dps,Boon DPS,
1,Cardinal Sabir CM,TRUE,237,faight.3264,12047,21.363,99.649,88.289,96.273,90.338,2.273,26.16,73.241,0,0.21,206321,0,0,83.5483870967742,1,boon dps,Boon DPS,
5,Slothasor,FALSE,150,smile.7285,13680,20.055,88.398,85.225,91.833,85.96,4.019,32.971,73.28,0,0,162129,2,1,74.8427672955975,1,boon dps,Boon DPS,
3,Conjured Amalgamate CM,TRUE,218,Expertus.5746,13638,21.165,99.079,93.471,98.676,65.003,0.071,24.651,73.386,0,0,246005,2,0,62.6086956521739,1,boon dps,Boon DPS,
2,Vale Guardian,FALSE,156,Expertus.5746,21144,22.624,97.5,97.803,98.729,68.67,0,49.635,73.638,0,0,141169,0,3,76.9461077844311,1,boon dps,Boon DPS,
4,Cairn CM,TRUE,95,Keesh.5960,19806,23.471,98.918,99.301,91.042,41.083,5.412,47.95,73.875,0,0,65610,0,4,88.0208333333333,1,boon dps,Boon DPS,
7,Soulless Horror CM,TRUE,183,Thomas.4208,20777,21.93,97.615,87.937,92.627,90.939,3.308,32.614,73.895,5.409,0.196,276733,1,6,76.9647696476965,1,boon dps,Boon DPS,
7,Twin Largos CM,TRUE,341,Irda.4105,3355,24.21,95.632,95.395,91.195,86.131,7.784,8.145,73.965,4.492,4.749,410337,3,2,63.4020618556701,3,heal,Boon DPS,
1,Matthias Gabrel,FALSE,165,Expertus.5746,18416,23.693,99.395,97.009,99.355,87.166,0.071,11.974,74.08,0,0,133116,1,4,79.8397863818425,1,boon dps,Boon DPS,
5,Keep Construct CM,TRUE,355,DARKstrider.8702,8172,19.786,94.949,92.117,71.168,81.427,2.349,33.137,74.223,0,0,336881,1,8,75.0830564784053,3,heal,Boon DPS,
5,Cairn CM,TRUE,92,DARKstrider.8702,17261,22.334,98.148,98.786,87.356,96.48,2.943,24.892,74.335,0,0,46925,0,0,97.8902953586498,1,boon dps,Boon DPS,
1,Soulless Horror CM,TRUE,183,Expertus.5746,25220,21.297,87.971,84.415,90.705,83.529,0,59.854,74.384,0,0.545,256127,1,23,89.3987341772152,1,boon dps,Boon DPS,
8,Samarog CM,TRUE,408,Thomas.4208,8538,24.411,99.327,99.435,98.966,99.182,0.957,27.582,74.555,0,0,338985,1,1,87.2222222222222,3,heal,Boon DPS,
0,Matthias Gabrel,FALSE,156,Hea.8675,19650,23.818,98.942,97.937,99.165,97.139,1.117,53.646,74.561,0,0,84480,0,0,95.1977401129944,1,boon dps,Boon DPS,
7,Soulless Horror CM,TRUE,184,Thomas.4208,24502,24.131,99.734,92.242,98.716,97.859,2.656,32.763,74.858,1.876,0.176,297099,1,1,66.3755458515284,1,boon dps,Boon DPS,
7,Soulless Horror CM,TRUE,107,Thomas.4208,20878,21.58,92.384,81.74,86.949,86.877,4.437,28.381,74.929,1.578,0,124687,1,1,88.9867841409692,1,boon dps,Boon DPS,
2,Gorseval the Multifarious,FALSE,151,faight.3264,12511,20.906,99.395,96.691,98.785,98.739,5.394,44.256,75.067,0,0,121868,0,0,83.8905775075988,1,boon dps,Boon DPS,
3,Dhuum,FALSE,328,Expertus.5746,13028,23.725,98.959,97.714,87.692,91.772,6.465,25.832,75.086,3.88,12.118,175453,1,0,89.900426742532,1,boon dps,Boon DPS,
0,Soulless Horror CM,TRUE,187,faight.3264,1040,20.698,87.375,96.099,61.206,83.889,7.161,8.471,75.112,0,11.972,361348,2,21,70.3703703703704,3,heal,Boon DPS,
9,Cairn CM,TRUE,92,Thomas.4208,17079,24.333,98.096,99.304,95.615,98.352,1.339,32.249,75.188,0,0,56395,0,1,83.5897435897436,1,boon dps,Boon DPS,
5,Samarog CM,TRUE,426,DARKstrider.4250,7605,24.616,99.999,93.479,98.395,54.546,8.397,27.552,75.222,5.016,7.713,255471,1,0,73.8589211618257,3,heal,Boon DPS,
1,Slothasor,FALSE,146,Expertus.5746,12054,22.383,96.777,82.326,96.065,69.668,2.3,46.456,75.252,0,0,206662,2,12,71.0443037974684,1,boon dps,Boon DPS,
3,Keep Construct CM,TRUE,289,Keesh.5960,18023,18.476,99.001,94.187,88.819,50.649,0.274,19.443,75.604,0,0,212541,1,6,75.1863684771033,1,boon dps,Boon DPS,
2,Conjured Amalgamate CM,TRUE,142,Expertus.5746,28150,24.698,99.076,97.372,100,100,9.561,41.142,75.605,9.136,7.842,29505,0,0,100,1,boon dps,Boon DPS,
0,Soulless Horror CM,TRUE,190,faight.3264,1331,22.036,93.822,91.862,94.424,94.184,7.59,10.508,75.686,0,11.676,225441,1,6,88.8297872340426,3,heal,Boon DPS,
0,Samarog CM,TRUE,348,Expertus.5746,11777,24.532,99.539,95.978,98.195,61.188,7.638,54.393,75.703,5.735,17.977,200606,0,0,92.6327193932828,1,boon dps,Boon DPS,
2,Sabetha the Saboteur,FALSE,222,Expertus.5746,16815,21.034,97.942,97.74,97.326,57.532,1.83,12.309,75.832,0,1.344,115182,0,20,77.4509803921569,1,boon dps,Boon DPS,
0,Slothasor,FALSE,150,Expertus.5746,16569,24.013,97.548,94.256,98.674,69.987,1.724,40.332,75.838,0,0,164851,2,1,78.6096256684492,1,boon dps,Boon DPS,
9,Keep Construct CM,TRUE,298,smile.7285,19496,19.132,99.971,81.794,93.678,72.158,2.952,31.251,75.956,0,0,244410,1,5,67.0918367346939,1,boon dps,Boon DPS,
4,Cardinal Adina CM,TRUE,271,Keesh.5960,10257,23.287,98.68,96.047,97.307,75.097,7.717,36.111,76.115,7.635,12.593,177717,1,0,65.1741293532338,1,boon dps,Boon DPS,
1,Keep Construct CM,TRUE,300,Keesh.5960,20608,17.779,86.025,98.497,95.133,84.49,2.603,37.869,76.132,0,0,224147,0,6,70.0970873786408,1,boon dps,Boon DPS,
5,Samarog CM,TRUE,183,DARKstrider.4250,5271,24.402,99.225,94.79,97.356,65.025,9.614,31.913,76.434,5.475,7.41,150857,1,0,92.3976608187135,3,heal,Boon DPS,
9,Deimos CM,TRUE,310,Irda.4105,0,21.87,96.844,98.966,91.309,75.436,1.962,30.547,76.621,0,0,180330,0,1,0,3,heal,Boon DPS,
8,Xera,FALSE,281,Irda.4105,0,22.579,67.856,98.778,93.482,75.36,7.194,1.722,77.014,0.468,6.852,70718,0,1,0,3,heal,Boon DPS,
7,Cardinal Adina CM,TRUE,50,Thomas.4208,7499,21.175,85.961,94.108,71.772,86.164,4.12,0.5,77.351,0,11.324,16974,0,0,100,3,heal,Boon DPS,
2,Qadim,FALSE,379,Expertus.5746,7697,24.877,100,100,100,100,7.573,23.755,77.426,5.259,12.177,153409,0,0,84.0848806366048,1,boon dps,Boon DPS,
5,Keep Construct CM,TRUE,364,Sniperius.5623,19882,23.416,96.515,89.925,92.335,88.659,5.915,25.041,77.61,0,0.45,318185,0,5,95.7345971563981,1,boon dps,boon dps,
9,Slothasor,FALSE,89,Derok.9834,8833,23.615,96.603,93.85,81.207,83.973,5.783,45.576,77.981,0,3.663,125700,0,9,76.4227642276423,1,boon dps,Boon DPS,
9,Conjured Amalgamate CM,TRUE,161,Derok.9834,12069,20.76,99.384,99.284,100,69.257,7.166,48.994,77.995,0,0,33814,0,0,94.6666666666667,1,boon dps,Boon DPS,
6,Cardinal Adina CM,TRUE,283,DARKstrider.8702,7098,20.589,97.622,97.211,89.195,91.458,2.587,36.635,78.014,0,0,217695,0,0,96.6145833333333,3,heal,Boon DPS,
6,Matthias Gabrel,FALSE,164,Irda.4105,12559,24.519,97.908,99.093,99.368,91.303,8.39,1.074,78.02,0,0,111883,0,0,76.8577494692144,1,boon dps,Boon DPS,
3,Samarog CM,TRUE,357,Keesh.5960,7938,21.826,99.242,99.047,74.222,42.051,5.74,48.67,78.122,0,0.734,251451,0,0,62.8272251308901,1,boon dps,Boon DPS,
1,Cardinal Adina CM,TRUE,286,Hea.8675,6422,21.629,97.333,96.301,87.024,63.471,6.096,0,78.342,0,5.338,184318,0,0,77.1523178807947,3,heal,,
7,Matthias Gabrel,FALSE,168,sid.9435,11464,22.561,95.687,93.468,86.87,93.621,4.811,22.335,78.483,0.871,0,136082,0,0,79.8045602605863,1,boon dps,Boon DPS,
9,Slothasor,FALSE,150,Thomas.4208,11491,20.054,83.573,76.867,81.19,78.873,4.543,10.394,78.543,0,2.151,97476,0,0,95.2380952380952,1,boon dps,Boon DPS,
9,Soulless Horror CM,TRUE,179,Thomas.4208,25217,24.628,98.655,98.501,99.008,95.742,3.1,50.255,78.552,5.628,1.033,215955,1,3,78.5557986870897,1,boon dps,Boon DPS,
5,Qadim CM,TRUE,35,Hea.8675,0,23.303,99.63,99.14,81.999,95.48,5.736,32.652,78.595,0,2.294,14843,0,1,0,3,heal,,
3,Keep Construct CM,TRUE,328,Expertus.5746,18769,21.17,95.628,86.893,96.818,59.328,0.27,33.142,78.613,0,0,342820,1,8,90.3574397339983,1,boon dps,Boon DPS,
4,Cairn CM,TRUE,92,faight.3264,17412,23.181,99.879,99.437,99.316,94.886,2.275,21.024,78.613,0,0,60371,0,0,89.3939393939394,1,boon dps,Boon DPS,
8,Vale Guardian,FALSE,158,Irda.4105,12529,23.146,99.435,99.831,98.902,98.522,10.009,39.612,78.662,8.358,16.105,125958,0,0,83.3333333333333,1,boon dps,Boon DPS,
1,Cairn CM,TRUE,87,Expertus.5746,27374,23.375,99.84,96.1,94.66,57.585,11.138,33.166,78.737,7.263,6.215,46396,0,0,90.7317073170732,1,boon dps,Boon DPS,
7,Matthias Gabrel,FALSE,154,smile.7285,17502,22.227,94.198,92.814,96.638,92.104,2.597,31.597,78.763,0,0,139917,0,3,70.7390648567119,1,boon dps,Boon DPS,
5,Cairn CM,TRUE,96,DARKstrider.4250,10863,24.054,100.049,86.104,98.16,54.427,8.195,32.755,78.774,4.387,14.39,47234,0,0,72.8448275862069,1,boon dps,Boon DPS,
4,Conjured Amalgamate CM,TRUE,145,Keesh.5960,17437,22.326,99.763,100,99.964,92.838,5.701,70.029,78.79,0,0,29061,0,0,100,1,boon dps,Boon DPS,
1,Slothasor,FALSE,150,faight.3264,11003,18.474,94.155,92.851,89.301,88.983,3.665,25.852,78.862,0,0,160264,1,7,90.9980430528376,1,boon dps,Boon DPS,
1,Deimos CM,TRUE,375,Expertus.5746,0,24.724,99.024,99.514,99.25,92.888,10.214,32.459,78.87,5.753,6.529,256237,0,0,0,3,heal,Boon DPS,
7,Samarog CM,TRUE,408,Thomas.4208,9932,22.87,99.165,99.873,92.153,99.705,1.455,22.525,78.992,0,0,258476,0,2,91.3303437967115,1,boon dps,Boon DPS,
7,Conjured Amalgamate CM,TRUE,153,Irda.4105,22834,23.738,98.697,100,100,89.766,8.587,13.655,79.007,0,2.467,31734,0,0,84.8275862068966,1,boon dps,Boon DPS,
6,Sabetha the Saboteur,FALSE,184,Irda.4105,16142,24.258,98.718,99.694,91.446,96.498,7.938,2.195,79.076,0.972,0,161830,0,0,72.1784776902887,1,boon dps,Boon DPS,
6,Cardinal Sabir CM,TRUE,251,DARKstrider.8702,9535,23.336,99.836,99.17,98.876,79.101,1.55,25.338,79.153,0,0,208670,0,0,75.9450171821306,1,boon dps,Boon DPS,
9,Matthias Gabrel,FALSE,193,Irda.4105,10030,24.259,94.813,96.585,94.361,86.505,8.026,16.289,79.239,7.917,8.72,152260,2,0,85.2233676975945,1,boon dps,Boon DPS,
0,Soulless Horror CM,TRUE,169,Hea.8675,1525,23.627,94.787,97.965,83.136,97.308,7.105,0,79.376,0,73.808,282995,0,7,69.7560975609756,3,heal,,
0,Deimos,FALSE,216,Expertus.5746,0,23.071,99.817,98.389,91.703,93.981,9.942,42.534,79.498,7.735,28.984,164485,0,1,0,3,heal,Boon DPS,
4,Cairn CM,TRUE,92,Hea.8675,20514,23.744,99.487,95.803,99.745,98.351,2.371,25.943,79.628,0,0,60821,0,0,91.0798122065728,1,boon dps,Boon DPS,
3,Keep Construct CM,TRUE,317,Keesh.5960,19957,18.296,80.193,90.453,93.779,69.041,3.08,45.263,79.886,0,0.878,231781,0,6,87.3593073593074,1,boon dps,Boon DPS,
6,Matthias Gabrel,FALSE,159,Thomas.4208,14908,22.732,93.525,94.095,95.282,93.395,0.015,20.498,79.888,0,0,104406,0,3,78.8491446345257,1,boon dps,Boon DPS,
8,Mursaat Overseer CM,TRUE,125,sid.9435,22823,24.356,98.832,96.954,97.323,95.922,5.665,27.465,79.898,0,0,74949,0,0,87.9213483146068,1,boon dps,Boon DPS,
8,Slothasor,FALSE,148,Thomas.4208,11877,22.993,95,91.333,93.145,91.214,6.049,7.387,79.98,0,13.869,147635,0,9,87.426326129666,1,boon dps,Boon DPS,
5,Keep Construct CM,TRUE,333,Thomas.4208,14882,24.384,96.66,99.916,91.005,95.347,6.546,9.401,80.113,0.072,16.586,200679,0,1,77.9661016949153,1,boon dps,Boon DPS,
3,Vale Guardian,FALSE,159,Expertus.5746,19319,23.035,98.971,98.366,97.316,54.271,0.222,12.739,80.181,0,4.362,172239,0,1,81.7966903073286,1,boon dps,Boon DPS,
4,Matthias Gabrel,FALSE,164,Keesh.5960,18414,22.82,99.959,97.521,91.235,64.698,3.781,32.775,80.294,0,0,141343,0,1,71.3561470215463,1,boon dps,Boon DPS,
0,Gorseval the Multifarious,FALSE,143,Expertus.5746,18187,23.798,99.281,98.939,95.798,69.037,0,58.71,80.312,0,0,82712,0,0,94.5714285714286,1,boon dps,Boon DPS,
4,Gorseval the Multifarious,FALSE,131,Keesh.5960,14410,22.093,98.361,96.75,99.442,89.502,0.128,21.92,80.313,0,1.14,116599,0,0,70.1492537313433,1,boon dps,Boon DPS,
9,Slothasor,FALSE,179,Derok.9834,7427,21.978,89.843,95.679,94.132,90.364,4.909,42.516,80.385,0,0,309893,0,19,71.9424460431655,1,boon dps,Boon DPS,
8,Vale Guardian,FALSE,156,Derok.9834,10954,23.164,99.067,98.987,93.972,75.907,4.796,49.41,80.399,0,2.039,126346,1,26,65.5172413793104,1,boon dps,Boon DPS,
3,Gorseval the Multifarious,FALSE,147,faight.3264,12077,21.21,99.039,98.494,94.59,99.188,4.379,31.946,80.433,0,0,134798,0,4,84.1095890410959,1,boon dps,Boon DPS,
5,Vale Guardian,FALSE,159,DARKstrider.8702,8105,23.575,99.62,99.649,97.098,98.223,3.787,30.38,80.576,0,0,147530,0,0,77.1428571428571,1,boon dps,Boon DPS,
4,Cardinal Adina CM,TRUE,283,Expertus.5746,10712,23.53,97.423,97.988,97.144,83.487,6.659,25.029,80.615,4.147,8.964,177548,0,6,96.8023255813954,1,boon dps,Boon DPS,
2,Vale Guardian,FALSE,167,faight.3264,12776,23.9,98.778,93.399,97.893,98.878,2.53,32.791,80.845,0,0,173982,0,0,90.3973509933775,1,boon dps,Boon DPS,
2,Keep Construct CM,TRUE,324,Expertus.5746,18104,22.666,96.15,96.897,91.587,80.393,10.407,39.9,80.919,7.878,21.255,307616,1,1,48.9010989010989,1,boon dps,Boon DPS,
5,Deimos CM,TRUE,375,DARKstrider.4250,0,24.383,99.5,97.453,91.723,80.815,7.257,29.656,80.951,4.526,6.615,174192,0,1,0,3,heal,Boon DPS,
3,Samarog CM,TRUE,389,Expertus.5746,14574,22.505,99.445,99.073,98.78,75.056,0.348,23.464,80.963,0,0,293439,1,1,87.4894336432798,1,boon dps,Boon DPS,
3,Vale Guardian,FALSE,158,Expertus.5746,19320,24.306,97.404,90.733,97.269,98.306,7.894,35.953,81.016,3.424,8.413,147507,0,0,83.0128205128205,1,boon dps,Boon DPS,
4,Matthias Gabrel,FALSE,154,Expertus.5746,19743,24.113,97.978,97.233,97.571,72.276,2.239,37.232,81.339,0,0,138629,0,6,74.3243243243243,1,boon dps,Boon DPS,
4,Twin Largos CM,TRUE,269,Keesh.5960,7661,21.825,99.565,99.289,99.427,55.502,6.082,29.277,81.342,0,2.82,198273,0,1,83.8582677165354,1,boon dps,Boon DPS,
2,Twin Largos CM,TRUE,276,Hea.8675,9513,22.439,99.744,99.576,97.192,91.224,3.096,39.593,81.416,0,0,176814,0,44,93.7662337662338,1,boon dps,,
2,Qadim CM,TRUE,153,Expertus.5746,7176,24.941,99.993,99.993,99.993,88.257,7.527,22.287,81.444,8.429,15.982,133298,1,0,100,1,boon dps,Boon DPS,
3,Xera,FALSE,285,Expertus.5746,100,22.959,100,92.472,99.92,94.521,9.651,48.231,81.457,3.724,13.037,46412,0,0,100,3,heal,Boon DPS,
7,Cardinal Adina CM,TRUE,261,Thomas.4208,4386,23.981,97.713,95.372,72.705,91.65,6.612,5.879,81.531,0.063,4.879,126068,1,0,88.8268156424581,3,heal,Boon DPS,
2,Slothasor,FALSE,166,Keesh.5960,15112,21.624,98.709,97.245,95.722,90.613,0.1,22.601,81.607,0,0,250903,3,13,68.4451219512195,1,boon dps,Boon DPS,
1,Samarog CM,TRUE,183,Expertus.5746,10783,24.4,97.816,98.91,98.563,57.646,9.222,18.6,81.613,5.837,7.256,118993,1,0,88,1,boon dps,Boon DPS,
9,Cardinal Adina CM,TRUE,271,Irda.4105,7115,23.34,97.462,96.659,86.273,65.693,8.617,4.603,81.63,5.459,13.584,211535,1,0,24.5353159851301,1,boon dps,Boon DPS,
0,Deimos CM,TRUE,337,Expertus.5746,105,24.366,99.155,98.208,95.636,89.568,9.144,48.624,81.639,8.887,18.596,230481,1,4,100,3,heal,Boon DPS,
9,Soulless Horror CM,TRUE,168,Irda.4105,20907,21.634,87.519,93.116,86.411,86.21,7.009,15.687,81.692,2.819,1.609,207482,1,1,85.2348993288591,1,boon dps,Boon DPS,
2,Qadim CM,TRUE,355,Expertus.5746,5869,24.69,99.974,99.974,99.974,90.606,7.47,27.548,81.778,3.409,5.725,170042,2,1,87.9765395894428,3,heal,Boon DPS,
4,Matthias Gabrel,FALSE,154,Expertus.5746,19497,24.585,99.572,95.843,99.719,98.368,8.037,39.761,81.869,5.271,8.139,136162,0,0,82.0083682008368,1,boon dps,Boon DPS,
5,Soulless Horror CM,TRUE,169,Thomas.4208,23809,24.74,99.969,95.762,98.205,91.177,4.093,37.713,82.011,8.984,0.481,210605,2,0,82.9396325459318,1,boon dps,Boon DPS,
6,Cairn CM,TRUE,89,Irda.4105,20321,24.767,99.246,98.669,99.103,87.783,7.51,9.662,82.131,8.353,6.371,57774,0,0,91.3385826771654,1,boon dps,Boon DPS,
8,Cardinal Adina CM,TRUE,293,Thomas.4208,6497,24.225,97.454,99.009,84.634,97.634,4.439,7.593,82.197,1.022,2.072,150026,0,3,85.036496350365,3,heal,Boon DPS,
9,Xera,FALSE,287,Irda.4105,0,21.748,91.739,95.582,81.944,83.001,10.759,24.38,82.227,4.232,8.272,93332,0,0,0,3,heal,Boon DPS,
2,Cardinal Adina CM,TRUE,229,Keesh.5960,9581,23.985,98.683,96.938,97.059,74.81,8.635,40.78,82.379,0.385,15.43,149950,0,5,74.6621621621622,1,boon dps,Boon DPS,
8,Gorseval the Multifarious,FALSE,132,Irda.4105,10402,24.677,99.545,98.31,99.521,87.427,8.914,12.411,82.664,8.936,12.408,60653,0,3,86.25,1,boon dps,Boon DPS,
5,Mursaat Overseer CM,TRUE,126,DARKstrider.8702,17559,24.675,99.124,99.29,99.766,98.372,0.965,29.738,82.678,0,0,106401,0,0,86.4864864864865,1,boon dps,Boon DPS,
3,Conjured Amalgamate CM,TRUE,132,Keesh.5960,16592,23.357,99.6,99.938,100,61.607,5.82,74.319,82.794,0,0,15533,0,0,100,1,boon dps,Boon DPS,
1,Soulless Horror CM,TRUE,166,Keesh.5960,21939,22.65,96.509,98.48,98.323,94.326,6.484,35.195,82.817,0,1.146,162061,0,29,95.3002610966057,1,boon dps,Boon DPS,
6,Matthias Gabrel,FALSE,146,Irda.4105,13352,23.794,98.307,93.43,96.062,72.661,8.839,21.806,82.913,5.69,4.182,135052,1,3,58.6294416243655,1,boon dps,Boon DPS,
2,Sabetha the Saboteur,FALSE,195,Keesh.5960,14727,24.234,98.937,97.443,97.381,86.756,5.596,49.297,82.991,0,0,99666,0,40,92.8571428571429,1,boon dps,Boon DPS,
8,Gorseval the Multifarious,FALSE,143,Derok.9834,9498,24.41,99.281,99.087,99.527,87.353,6.015,53.105,83.008,0,0,68880,0,0,88.659793814433,1,boon dps,Boon DPS,
1,Cairn CM,TRUE,82,Expertus.5746,24696,24.257,99.561,97.256,88.868,67.768,9.202,42.566,83.026,10.038,3.259,53757,0,0,87.3655913978495,1,boon dps,Boon DPS,
